RPM,Torque,Efficiency
59.53444816,27.22472362,79.79405741
59.53444816,28.46221106,79.96516542
59.53444816,29.69969849,80.13370081
59.53444816,30.93718593,80.29967511
59.53444816,32.17467337,80.46309985
59.53444816,33.4121608,80.62398655
59.53444816,34.64964824,80.78234676
59.53444816,35.88713568,80.938192
59.53444816,37.12462312,81.0915338
59.53444816,38.36211055,81.2423837
59.53444816,39.59959799,81.39075323
59.53444816,40.83708543,81.53665392
59.53444816,42.07457286,81.68009729
59.53444816,43.3120603,81.82109489
59.53444816,44.54954774,81.95965825
59.53444816,45.78703518,82.09579888
59.53444816,47.02452261,82.22952834
59.53444816,48.26201005,82.36085814
59.53444816,49.49949749,82.48979982
59.53444816,50.73698492,82.61636492
59.53444816,51.97447236,82.74056496
59.53444816,53.2119598,82.86241147
59.53444816,54.44944724,82.98191598
59.53444816,55.68693467,83.09909004
59.53444816,56.92442211,83.21394516
59.53444816,58.16190955,83.32649289
59.53444816,59.39939698,83.43674475
59.53444816,60.63688442,83.54471227
59.53444816,61.87437186,83.65040698
59.53444816,63.1118593,83.75384043
59.53444816,64.34934673,83.85502413
59.53444816,65.58683417,83.95396962
59.53444816,66.82432161,84.05068843
59.53444816,68.06180905,84.1451921
59.53444816,69.29929648,84.23749215
59.53444816,70.53678392,84.32760011
59.53444816,71.77427136,84.41552753
59.53444816,73.01175879,84.50128592
59.53444816,74.24924623,84.58488683
59.53444816,75.48673367,84.66634177
59.53444816,76.72422111,84.74566229
59.53444816,77.96170854,84.82285992
59.53444816,79.19919598,84.89794618
59.53444816,80.43668342,84.97093261
59.53444816,81.67417085,85.04183074
59.53444816,82.91165829,85.11065211
59.53444816,84.14914573,85.17740823
59.53444816,85.38663317,85.24211065
59.53444816,86.6241206,85.3047709
59.53444816,87.86160804,85.36540051
59.53444816,89.09909548,85.424011
59.53444816,90.33658291,85.48061392
59.53444816,91.57407035,85.53522078
59.53444816,92.81155779,85.58784313
59.53444816,94.04904523,85.6384925
59.53444816,95.28653266,85.68718042
59.53444816,96.5240201,85.73391841
59.53444816,97.76150754,85.77871801
59.53444816,98.99899497,85.82159076
59.53444816,100.2364824,85.86254817
59.53444816,101.4739698,85.9016018
59.53444816,102.7114573,85.93876316
59.53444816,103.9489447,85.97404378
59.53444816,105.1864322,86.00745521
59.53444816,106.4239196,86.03900897
59.53444816,107.661407,86.06871659
59.53444816,108.8988945,86.0965896
59.53444816,110.1363819,86.12263954
59.53444816,111.3738693,86.14687794
59.53444816,112.6113568,86.16931632
59.53444816,113.8488442,86.18996623
59.53444816,115.0863317,86.20883919
59.53444816,116.3238191,86.22594673
59.53444816,117.5613065,86.24130038
59.53444816,118.798794,86.25491169
59.53444816,120.0362814,86.26679217
59.53444816,121.2737688,86.27695336
59.53444816,122.5112563,86.28540679
59.53444816,123.7487437,86.29216399
59.53444816,124.9862312,86.2972365
59.53444816,126.2237186,86.30063584
59.53444816,127.461206,86.30237356
59.53444816,128.6986935,86.30246117
59.53444816,129.9361809,86.30091021
59.53444816,131.1736683,86.29773221
59.53444816,132.4111558,86.2929387
59.53444816,133.6486432,86.28654122
59.53444816,134.8861307,86.2785513
59.53444816,136.1236181,86.26898047
59.53444816,137.3611055,86.25784025
59.53444816,138.598593,86.24514219
59.53444816,139.8360804,86.23089781
59.53444816,141.0735678,86.21511864
59.53444816,142.3110553,86.19781622
59.53444816,143.5485427,86.17900208
59.53444816,144.7860302,86.15868774
59.53444816,146.0235176,86.13688475
59.53444816,147.261005,86.11360463
59.53444816,148.4984925,86.08885891
59.53444816,149.7359799,86.06265913
59.53444816,150.9734673,86.03501681
59.53444816,152.2109548,86.00594349
59.53444816,153.4484422,85.97545071
59.53444816,154.6859296,85.94354998
59.53444816,155.9234171,85.91025284
59.53444816,157.1609045,85.87557084
59.53444816,158.398392,85.83951548
59.53444816,159.6358794,85.80209832
59.53444816,160.8733668,85.76333087
59.53444816,162.1108543,85.72322467
59.53444816,163.3483417,85.68179126
59.53444816,164.5858291,85.63904216
59.53444816,165.8233166,85.5949889
59.53444816,167.060804,85.54964302
59.53444816,168.2982915,85.50301605
59.53444816,169.5357789,85.45511952
59.53444816,170.7732663,85.40596497
59.53444816,172.0107538,85.35556391
59.53444816,173.2482412,85.30392789
59.53444816,174.4857286,85.25106843
59.53444816,175.7232161,85.19699708
59.53444816,176.9607035,85.14172535
59.53444816,178.198191,85.08526478
59.53444816,179.4356784,85.02762691
59.53444816,180.6731658,84.96882326
59.53444816,181.9106533,84.90886536
59.53444816,183.1481407,84.84776475
59.53444816,184.3856281,84.78553296
59.53444816,185.6231156,84.72218152
59.53444816,186.860603,84.65772196
59.53444816,188.0980905,84.59216581
59.53444816,189.3355779,84.52552461
59.53444816,190.5730653,84.45780989
59.53444816,191.8105528,84.38903317
59.53444816,193.0480402,84.31920599
59.53444816,194.2855276,84.24833989
59.53444816,195.5230151,84.17644638
59.53444816,196.7605025,84.10353701
59.53444816,197.9979899,84.02962331
59.53444816,199.2354774,83.9547168
59.53444816,200.4729648,83.87882902
59.53444816,201.7104523,83.8019715
59.53444816,202.9479397,83.72415577
59.53444816,204.1854271,83.64539337
59.53444816,205.4229146,83.56569582
59.53444816,206.660402,83.48507465
59.53444816,207.8978894,83.40354141
59.53444816,209.1353769,83.32110761
59.53444816,210.3728643,83.23778479
59.53444816,211.6103518,83.15358449
59.53444816,212.8478392,83.06851823
59.53444816,214.0853266,82.98259755
59.53444816,215.3228141,82.89583397
59.53444816,216.5603015,82.80823904
59.53444816,217.7977889,82.71982427
59.53444816,219.0352764,82.6306012
59.53444816,220.2727638,82.54058137
59.53444816,221.5102513,82.44977631
59.53444816,222.7477387,82.35819753
59.53444816,223.9852261,82.26585659
59.53444816,225.2227136,82.17276501
59.53444816,226.460201,82.07893432
59.53444816,227.6976884,81.98437605
59.53444816,228.9351759,81.88910173
59.53444816,230.1726633,81.7931229
59.53444816,231.4101508,81.69645109
59.53444816,232.6476382,81.59909783
59.53444816,233.8851256,81.50107464
59.53444816,235.1226131,81.40239307
59.53444816,236.3601005,81.30306465
59.53444816,237.5975879,81.20310089
59.53444816,238.8350754,81.10251335
59.53444816,240.0725628,81.00131354
59.53444816,241.3100503,80.899513
59.53444816,242.5475377,80.79712326
59.53444816,243.7850251,80.69415586
59.53444816,245.0225126,80.59062232
59.53444816,246.26,80.48653417
79.37926421,0,75.53358905
79.37926421,1.237487437,75.76432138
79.37926421,2.474974874,75.99222235
79.37926421,3.712462312,76.21730349
79.37926421,4.949949749,76.43957632
79.37926421,6.187437186,76.65905239
79.37926421,7.424924623,76.87574322
79.37926421,8.66241206,77.08966034
79.37926421,9.899899497,77.30081528
79.37926421,11.13738693,77.50921958
79.37926421,12.37487437,77.71488477
79.37926421,13.61236181,77.91782238
79.37926421,14.84984925,78.11804394
79.37926421,16.08733668,78.31556098
79.37926421,17.32482412,78.51038503
79.37926421,18.56231156,78.70252763
79.37926421,19.79979899,78.89200031
79.37926421,21.03728643,79.0788146
79.37926421,22.27477387,79.26298202
79.37926421,23.51226131,79.44451412
79.37926421,24.74974874,79.62342242
79.37926421,25.98723618,79.79971845
79.37926421,27.22472362,79.97341376
