Time,Speed KMH,Speed MPS,Energy ,Delta,Power,Power Pos
1500.7,39.564,10.99,17513.1145,974.0665,9740.665,9740.665
1500.8,39.708,11.03,17640.8305,127.716,1277.16,1277.16
1500.9,41.184,11.44,18976.672,1335.8415,13358.415,13358.415
1501,40.248,11.18,18123.898,-852.774,-8527.74,0
1501.1,39.528,10.98,17481.258,-642.64,-6426.4,0
1501.2,39.708,11.03,17640.8305,159.5725,1595.725,1595.725
1501.3,40.212,11.17,18091.4905,450.66,4506.6,4506.6
1501.4,40.176,11.16,18059.112,-32.3785,-323.785,0
1501.5,39.996,11.11,17897.6545,-161.4575,-1614.575,0
1501.6,39.564,10.99,17513.1145,-384.54,-3845.4,0
1501.7,39.852,11.07,17769.0105,255.896,2558.96,2558.96
1501.8,40.32,11.2,18188.8,419.7895,4197.895,4197.895
1501.9,39.384,10.94,17354.122,-834.678,-8346.78,0
1502,39.744,11.04,17672.832,318.71,3187.1,3187.1
1502.1,39.96,11.1,17865.45,192.618,1926.18,1926.18
1502.2,39.672,11.02,17608.858,-256.592,-2565.92,0
1502.3,38.664,10.74,16725.402,-883.456,-8834.56,0
1502.4,37.44,10.4,15683.2,-1042.202,-10422.02,0
1502.5,33.444,9.29,12514.0945,-3169.1055,-31691.055,0
1502.6,30.78,8.55,10599.8625,-1914.232,-19142.32,0
1502.7,29.88,8.3,9989.05,-610.8125,-6108.125,0
1502.8,30.672,8.52,10525.608,536.558,5365.58,5365.58
1502.9,32.364,8.99,11718.9145,1193.3065,11933.065,11933.065
1503,31.932,8.87,11408.1505,-310.764,-3107.64,0
1503.1,33.12,9.2,12272.8,864.6495,8646.495,8646.495
1503.2,34.92,9.7,13643.05,1370.25,13702.5,13702.5
1503.3,36.252,10.07,14703.7105,1060.6605,10606.605,10606.605
1503.4,37.332,10.37,15592.8505,889.14,8891.4,8891.4
1503.5,37.584,10.44,15804.072,211.2215,2112.215,2112.215
1503.6,38.592,10.72,16663.168,859.096,8590.96,8590.96
1503.7,43.02,11.95,20706.3625,4043.1945,40431.945,40431.945
1503.8,43.668,12.13,21334.8505,628.488,6284.88,6284.88
1503.9,45.972,12.77,23645.5705,2310.72,23107.2,23107.2
1504,48.456,13.46,26269.882,2624.3115,26243.115,26243.115
1504.1,50.364,13.99,28379.4145,2109.5325,21095.325,21095.325
1504.2,52.38,14.55,30696.8625,2317.448,23174.48,23174.48
1504.3,54.9,15.25,33721.5625,3024.7,30247,30247
1504.4,55.584,15.44,34567.072,845.5095,8455.095,8455.095
1504.5,56.34,15.65,35513.7625,946.6905,9466.905,9466.905
1504.6,56.916,15.81,36243.6345,729.872,7298.72,7298.72
1504.7,58.788,16.33,38666.9905,2423.356,24233.56,24233.56
1504.8,59.112,16.42,39094.378,427.3875,4273.875,4273.875
1504.9,60.912,16.92,41511.528,2417.15,24171.5,24171.5
1505,61.848,17.18,42797.098,1285.57,12855.7,12855.7
1505.1,63.864,17.74,45632.602,2835.504,28355.04,28355.04
1505.2,65.16,18.1,47503.45,1870.848,18708.48,18708.48
1505.3,67.644,18.79,51194.2945,3690.8445,36908.445,36908.445
1505.4,69.156,19.21,53508.4945,2314.2,23142,23142
1505.5,70.488,19.58,55589.578,2081.0835,20810.835,20810.835
1505.6,71.604,19.89,57363.7545,1774.1765,17741.765,17741.765
1505.7,72.504,20.14,58814.842,1451.0875,14510.875,14510.875
1505.8,73.188,20.33,59929.7905,1114.9485,11149.485,11149.485
1505.9,70.668,19.63,55873.8505,-4055.94,-40559.4,0
1506,68.292,18.97,52179.8305,-3694.02,-36940.2,0
1506.1,64.116,17.81,45993.4345,-6186.396,-61863.96,0
1506.2,62.352,17.32,43497.448,-2495.9865,-24959.865,0
1506.3,58.644,16.29,38477.7945,-5019.6535,-50196.535,0
1506.4,56.052,15.57,35151.6105,-3326.184,-33261.84,0
1506.5,53.424,14.84,31932.712,-3218.8985,-32188.985,0
1506.6,51.192,14.22,29320.218,-2612.494,-26124.94,0
1506.7,48.276,13.41,26075.0745,-3245.1435,-32451.435,0
1506.8,46.224,12.84,23905.512,-2169.5625,-21695.625,0
1506.9,43.344,12.04,21019.432,-2886.08,-28860.8,0
1507,41.976,11.66,19713.562,-1305.87,-13058.7,0
1507.1,39.996,11.11,17897.6545,-1815.9075,-18159.075,0
1507.2,38.736,10.76,16787.752,-1109.9025,-11099.025,0
1507.3,35.352,9.82,13982.698,-2805.054,-28050.54,0
1507.4,34.524,9.59,13335.3745,-647.3235,-6473.235,0
1507.5,32.076,8.91,11511.2745,-1824.1,-18241,0
1507.6,31.212,8.67,10899.4905,-611.784,-6117.84,0
1507.7,30.312,8.42,10279.978,-619.5125,-6195.125,0
1507.8,28.692,7.97,9210.5305,-1069.4475,-10694.475,0
1507.9,26.856,7.46,8069.482,-1141.0485,-11410.485,0
1508,26.496,7.36,7854.592,-214.89,-2148.9,0
1508.1,24.876,6.91,6923.4745,-931.1175,-9311.175,0
1508.2,25.38,7.05,7206.8625,283.388,2833.88,2833.88
1508.3,26.496,7.36,7854.592,647.7295,6477.295,6477.295
1508.4,27.324,7.59,8353.1745,498.5825,4985.825,4985.825
1508.5,27.864,7.74,8686.602,333.4275,3334.275,3334.275
1508.6,28.8,8,9280,593.398,5933.98,5933.98
1508.7,31.032,8.62,10774.138,1494.138,14941.38,14941.38
1508.8,31.968,8.88,11433.888,659.75,6597.5,6597.5
1508.9,34.524,9.59,13335.3745,1901.4865,19014.865,19014.865
1509,35.892,9.97,14413.1305,1077.756,10777.56,10777.56
1509.1,37.908,10.53,16077.7305,1664.6,16646,16646
1509.2,40.464,11.24,18318.952,2241.2215,22412.215,22412.215
1509.3,42.192,11.72,19916.968,1598.016,15980.16,15980.16
1509.4,43.668,12.13,21334.8505,1417.8825,14178.825,14178.825
1509.5,45,12.5,22656.25,1321.3995,13213.995,13213.995
1509.6,46.296,12.86,23980.042,1323.792,13237.92,13237.92
1509.7,45.864,12.74,23534.602,-445.44,-4454.4,0
1509.8,46.152,12.82,23831.098,296.496,2964.96,2964.96
1509.9,45.972,12.77,23645.5705,-185.5275,-1855.275,0
1510,44.964,12.49,22620.0145,-1025.556,-10255.56,0
1510.1,43.236,12.01,20914.8145,-1705.2,-17052,0
1510.2,42.336,11.76,20053.152,-861.6625,-8616.625,0
1510.3,41.436,11.51,19209.6145,-843.5375,-8435.375,0
1510.4,41.544,11.54,19309.882,100.2675,1002.675,1002.675
1510.5,42.624,11.84,20326.912,1017.03,10170.3,10170.3
1510.6,42.192,11.72,19916.968,-409.944,-4099.44,0
1510.7,42.588,11.83,20292.5905,375.6225,3756.225,3756.225
1510.8,42.624,11.84,20326.912,34.3215,343.215,343.215
1510.9,43.452,12.07,21124.3105,797.3985,7973.985,7973.985
1511,43.884,12.19,21546.4345,422.124,4221.24,4221.24
1511.1,45.54,12.65,23203.2625,1656.828,16568.28,16568.28
1511.2,46.152,12.82,23831.098,627.8355,6278.355,6278.355
1511.3,48.96,13.6,26819.2,2988.102,29881.02,29881.02
1511.4,51.12,14.2,29237.8,2418.6,24186,24186
1511.5,51.372,14.27,29526.7705,288.9705,2889.705,2889.705
1511.6,53.532,14.87,32061.9505,2535.18,25351.8,25351.8
1511.7,53.64,14.9,32191.45,129.4995,1294.995,1294.995
1511.8,53.784,14.94,32364.522,173.072,1730.72,1730.72
1511.9,54.54,15.15,33280.7625,916.2405,9162.405,9162.405
1512,55.08,15.3,33943.05,662.2875,6622.875,6622.875
1512.1,56.556,15.71,35786.5945,1843.5445,18435.445,18435.445
1512.2,57.384,15.94,36842.122,1055.5275,10555.275,10555.275
1512.3,58.968,16.38,38904.138,2062.016,20620.16,20620.16
1512.4,60.372,16.77,40778.7705,1874.6325,18746.325,18746.325
1512.5,62.496,17.36,43698.592,2919.8215,29198.215,29198.215
1512.6,63.9,17.75,45684.0625,1985.4705,19854.705,19854.705
1512.7,66.132,18.37,48931.2505,3247.188,32471.88,32471.88
1512.8,67.248,18.68,50596.648,1665.3975,16653.975,16653.975
1512.9,69.264,19.24,53675.752,3079.104,30791.04,30791.04
1513,70.488,19.58,55589.578,1913.826,19138.26,19138.26
1513.1,72.288,20.08,58464.928,2875.35,28753.5,28753.5
1513.2,72.936,20.26,59517.802,1052.874,10528.74,10528.74
1513.3,73.116,20.31,59811.9345,294.1325,2941.325,2941.325
1513.4,73.98,20.55,61233.8625,1421.928,14219.28,14219.28
1513.5,76.104,21.14,64800.442,3566.5795,35665.795,35665.795
1513.6,77.112,21.42,66528.378,1727.936,17279.36,17279.36
1513.7,79.236,22.01,70243.8145,3715.4365,37154.365,37154.365
1513.8,80.532,22.37,72560.4505,2316.636,23166.36,23166.36
1513.9,82.188,22.83,75575.2905,3014.84,30148.4,30148.4
1514,83.376,23.16,77775.912,2200.6215,22006.215,22006.215
1514.1,84.744,23.54,80349.082,2573.17,25731.7,25731.7
1514.2,85.86,23.85,82479.2625,2130.1805,21301.805,21301.805
1514.3,85.716,23.81,82202.8345,-276.428,-2764.28,0
1514.4,86.616,24.06,83938.122,1735.2875,17352.875,17352.875
1514.5,87.948,24.43,86539.6105,2601.4885,26014.885,26014.885
1514.6,88.848,24.68,88319.848,1780.2375,17802.375,17802.375
1514.7,90,25,90625,2305.152,23051.52,23051.52
1514.8,89.244,24.79,89108.8945,-1516.1055,-15161.055,0
1514.9,87.264,24.24,85198.752,-3910.1425,-39101.425,0
1515,85.536,23.76,81857.952,-3340.8,-33408,0
1515.1,82.944,23.04,76972.032,-4885.92,-48859.2,0
1515.2,80.568,22.38,72625.338,-4346.694,-43466.94,0
1515.3,76.212,21.17,64984.4905,-7640.8475,-76408.475,0
1515.4,73.872,20.52,61055.208,-3929.2825,-39292.825,0
1515.5,71.1,19.75,56559.0625,-4496.1455,-44961.455,0
1515.6,69.336,19.26,53787.402,-2771.6605,-27716.605,0
1515.7,67.284,18.69,50650.8345,-3136.5675,-31365.675,0
1515.8,65.88,18.3,48559.05,-2091.7845,-20917.845,0
1515.9,63.864,17.74,45632.602,-2926.448,-29264.48,0
1516,62.568,17.38,43799.338,-1833.264,-18332.64,0
1516.1,60.336,16.76,40730.152,-3069.186,-30691.86,0
1516.2,58.536,16.26,38336.202,-2393.95,-23939.5,0
1516.3,56.376,15.66,35559.162,-2777.04,-27770.4,0
1516.4,54.972,15.27,33810.0705,-1749.0915,-17490.915,0
1516.5,52.74,14.65,31120.2625,-2689.808,-26898.08,0
1516.6,50.724,14.09,28786.5745,-2333.688,-23336.88,0
1516.7,51.408,14.28,29568.168,781.5935,7815.935,7815.935
1516.8,52.56,14.6,30908.2,1340.032,13400.32,13400.32
1516.9,53.676,14.91,32234.6745,1326.4745,13264.745,13264.745
1517,54.972,15.27,33810.0705,1575.396,15753.96,15753.96
1517.1,56.664,15.74,35923.402,2113.3315,21133.315,21133.315
1517.2,57.708,16.03,37259.3305,1335.9285,13359.285,13359.285
1517.3,58.932,16.37,38856.6505,1597.32,15973.2,15973.2
1517.4,59.652,16.57,39811.9105,955.26,9552.6,9552.6
1517.5,60.66,16.85,41168.7625,1356.852,13568.52,13568.52
1517.6,61.452,17.07,42250.8105,1082.048,10820.48,10820.48
1517.7,61.884,17.19,42846.9345,596.124,5961.24,5961.24
1517.8,62.46,17.35,43648.2625,801.328,8013.28,8013.28
1517.9,63.792,17.72,45529.768,1881.5055,18815.055,18815.055
1518,64.116,17.81,45993.4345,463.6665,4636.665,4636.665
1518.1,65.988,18.33,48718.3905,2724.956,27249.56,27249.56
1518.2,67.68,18.8,51248.8,2530.4095,25304.095,25304.095
1518.3,68.112,18.92,51905.128,656.328,6563.28,6563.28
1518.4,67.392,18.72,50813.568,-1091.56,-10915.6,0
1518.5,65.88,18.3,48559.05,-2254.518,-22545.18,0
1518.6,64.944,18.04,47189.032,-1370.018,-13700.18,0
1518.7,62.136,17.26,43196.602,-3992.43,-39924.3,0
1518.8,60.228,16.73,40584.4705,-2612.1315,-26121.315,0
1518.9,56.16,15.6,35287.2,-5297.2705,-52972.705,0
1519,53.28,14.8,31760.8,-3526.4,-35264,0
1519.1,48.96,13.6,26819.2,-4941.6,-49416,0
1519.2,47.088,13.08,24807.528,-2011.672,-20116.72,0
1519.3,45.972,12.77,23645.5705,-1161.9575,-11619.575,0
1519.4,45.324,12.59,22983.6745,-661.896,-6618.96,0
1519.5,42.588,11.83,20292.5905,-2691.084,-26910.84,0
1519.6,40.32,11.2,18188.8,-2103.7905,-21037.905,0
1519.7,37.368,10.38,15622.938,-2565.862,-25658.62,0
1519.8,36.612,10.17,14997.1905,-625.7475,-6257.475,0
1519.9,36.108,10.03,14587.1305,-410.06,-4100.6,0
1520,36.756,10.21,15115.3945,528.264,5282.64,5282.64
1520.1,37.116,10.31,15412.9345,297.54,2975.4,2975.4
1520.2,36.324,10.09,14762.1745,-650.76,-6507.6,0
1520.3,36.828,10.23,15174.6705,412.496,4124.96,4124.96
1520.4,35.928,9.98,14442.058,-732.6125,-7326.125,0
1520.5,36.288,10.08,14732.928,290.87,2908.7,2908.7
1520.6,36.792,10.22,15145.018,412.09,4120.9,4120.9
1520.7,38.628,10.73,16694.2705,1549.2525,15492.525,15492.525
1520.8,39.456,10.96,17417.632,723.3615,7233.615,7233.615
1520.9,41.94,11.65,19679.7625,2262.1305,22621.305,22621.305
1521,42.588,11.83,20292.5905,612.828,6128.28,6128.28
1521.1,44.604,12.39,22259.2545,1966.664,19666.64,19666.64
1521.2,45.252,12.57,22910.7105,651.456,6514.56,6514.56
1521.3,47.412,13.17,25150.0905,2239.38,22393.8,22393.8
1521.4,48.744,13.54,26583.082,1432.9915,14329.915,14329.915
1521.5,51.624,14.34,29817.162,3234.08,32340.8,32340.8
1521.6,52.272,14.52,30570.408,753.246,7532.46,7532.46
1521.7,54.144,15.04,32799.232,2228.824,22288.24,22288.24
1521.8,55.512,15.42,34477.578,1678.346,16783.46,16783.46
1521.9,57.096,15.86,36473.242,1995.664,19956.64,19956.64
1522,58.716,16.31,38572.3345,2099.0925,20990.925,20990.925
1522.1,60.768,16.88,41315.488,2743.1535,27431.535,27431.535
1522.2,62.316,17.31,43447.2345,2131.7465,21317.465,21317.465
1522.3,64.512,17.92,46563.328,3116.0935,31160.935,31160.935
1522.4,65.448,18.18,47924.298,1360.97,13609.7,13609.7
1522.5,64.548,17.93,46615.3105,-1308.9875,-13089.875,0
1522.6,64.116,17.81,45993.4345,-621.876,-6218.76,0
1522.7,62.424,17.34,43597.962,-2395.4725,-23954.725,0
1522.8,60.768,16.88,41315.488,-2282.474,-22824.74,0
1522.9,58.536,16.26,38336.202,-2979.286,-29792.86,0
1523,57.672,16.02,37212.858,-1123.344,-11233.44,0
1523.1,54.72,15.2,33500.8,-3712.058,-37120.58,0
1523.2,53.82,14.95,32407.8625,-1092.9375,-10929.375,0
1523.3,52.092,14.47,30360.2305,-2047.632,-20476.32,0
1523.4,50.4,14,28420,-1940.2305,-19402.305,0
1523.5,48.42,13.45,26230.8625,-2189.1375,-21891.375,0
1523.6,47.232,13.12,24959.488,-1271.3745,-12713.745,0
1523.7,46.296,12.86,23980.042,-979.446,-9794.46,0
1523.8,45,12.5,22656.25,-1323.792,-13237.92,0
1523.9,44.064,12.24,21723.552,-932.698,-9326.98,0
1524,43.704,12.14,21370.042,-353.51,-3535.1,0
1524.1,44.748,12.43,22403.2105,1033.1685,10331.685,10331.685
1524.2,45.18,12.55,22837.8625,434.652,4346.52,4346.52
1524.3,45.036,12.51,22692.5145,-145.348,-1453.48,0
1524.4,48.24,13.4,26036.2,3343.6855,33436.855,33436.855
1524.5,50.616,14.06,28664.122,2627.922,26279.22,26279.22
1524.6,51.768,14.38,29983.738,1319.616,13196.16,13196.16
1524.7,52.524,14.59,30865.8745,882.1365,8821.365,8821.365
1524.8,53.856,14.96,32451.232,1585.3575,15853.575,15853.575
1524.9,54.144,15.04,32799.232,348,3480,3480
1525,54.756,15.21,33544.8945,745.6625,7456.625,7456.625
1525.1,54.468,15.13,33192.9505,-351.944,-3519.44,0
1525.2,54.54,15.15,33280.7625,87.812,878.12,878.12
1525.3,54.504,15.14,33236.842,-43.9205,-439.205,0
1525.4,52.956,14.71,31375.6945,-1861.1475,-18611.475,0
1525.5,53.388,14.83,31889.6905,513.996,5139.96,5139.96
1525.6,53.604,14.89,32148.2545,258.564,2585.64,2585.64
1525.7,52.38,14.55,30696.8625,-1451.392,-14513.92,0
1525.8,51.156,14.21,29278.9945,-1417.868,-14178.68,0
1525.9,51.3,14.25,29444.0625,165.068,1650.68,1650.68
1526,50.832,14.12,28909.288,-534.7745,-5347.745,0
1526.1,49.284,13.69,27175.3345,-1733.9535,-17339.535,0
1526.2,48.78,13.55,26622.3625,-552.972,-5529.72,0
1526.3,49.32,13.7,27215.05,592.6875,5926.875,5926.875
1526.4,50.112,13.92,28096.128,881.078,8810.78,8810.78
1526.5,49.716,13.81,27653.8345,-442.2935,-4422.935,0
1526.6,49.716,13.81,27653.8345,0,0,0
1526.7,50.328,13.98,28338.858,685.0235,6850.235,6850.235
1526.8,50.328,13.98,28338.858,0,0,0
1526.9,50.688,14.08,28745.728,406.87,4068.7,4068.7
1527,50.22,13.95,28217.3625,-528.3655,-5283.655,0
1527.1,51.084,14.19,29196.6345,979.272,9792.72,9792.72
1527.2,51.3,14.25,29444.0625,247.428,2474.28,2474.28
1527.3,51.408,14.28,29568.168,124.1055,1241.055,1241.055
1527.4,51.192,14.22,29320.218,-247.95,-2479.5,0
1527.5,50.94,14.15,29032.2625,-287.9555,-2879.555,0
1527.6,50.76,14.1,28827.45,-204.8125,-2048.125,0
1527.7,50.868,14.13,28950.2505,122.8005,1228.005,1228.005
1527.8,51.012,14.17,29114.3905,164.14,1641.4,1641.4
1527.9,51.156,14.21,29278.9945,164.604,1646.04,1646.04
1528,51.372,14.27,29526.7705,247.776,2477.76,2477.76
1528.1,51.768,14.38,29983.738,456.9675,4569.675,4569.675
1528.2,51.408,14.28,29568.168,-415.57,-4155.7,0
1528.3,51.228,14.23,29361.4705,-206.6975,-2066.975,0
1528.4,51.48,14.3,29651.05,289.5795,2895.795,2895.795
1528.5,52.416,14.56,30739.072,1088.022,10880.22,10880.22
1528.6,51.912,14.42,30150.778,-588.294,-5882.94,0
1528.7,54.072,15.02,32712.058,2561.28,25612.8,25612.8
1528.8,53.46,14.85,31975.7625,-736.2955,-7362.955,0
1528.9,52.776,14.66,31162.762,-813.0005,-8130.005,0
1529,52.056,14.46,30318.282,-844.48,-8444.8,0
1529.1,50.04,13.9,28015.45,-2302.832,-23028.32,0
1529.2,49.644,13.79,27573.7945,-441.6555,-4416.555,0
1529.3,47.484,13.19,25226.5345,-2347.26,-23472.6,0
1529.4,47.304,13.14,25035.642,-190.8925,-1908.925,0
1529.5,46.152,12.82,23831.098,-1204.544,-12045.44,0
1529.6,44.496,12.36,22151.592,-1679.506,-16795.06,0
1529.7,43.056,11.96,20741.032,-1410.56,-14105.6,0
1529.8,43.056,11.96,20741.032,0,0,0
1529.9,43.128,11.98,20810.458,69.426,694.26,694.26
1530,43.164,11.99,20845.2145,34.7565,347.565,347.565
1530.1,44.46,12.35,22115.7625,1270.548,12705.48,12705.48
1530.2,44.1,12.25,21759.0625,-356.7,-3567,0
1530.3,44.1,12.25,21759.0625,0,0,0
1530.4,44.172,12.27,21830.1705,71.108,711.08,711.08
1530.5,43.452,12.07,21124.3105,-705.86,-7058.6,0
1530.6,43.128,11.98,20810.458,-313.8525,-3138.525,0
1530.7,42.984,11.94,20671.722,-138.736,-1387.36,0
1530.8,42.948,11.93,20637.1105,-34.6115,-346.115,0
1530.9,46.152,12.82,23831.098,3193.9875,31939.875,31939.875
1531,46.008,12.78,23682.618,-148.48,-1484.8,0
1531.1,48.6,13.5,26426.25,2743.632,27436.32,27436.32
1531.2,50.76,14.1,28827.45,2401.2,24012,24012
1531.3,51.048,14.18,29155.498,328.048,3280.48,3280.48
1531.4,51.516,14.31,29692.5345,537.0365,5370.365,5370.365
1531.5,50.724,14.09,28786.5745,-905.96,-9059.6,0
1531.6,51.876,14.41,30108.9745,1322.4,13224,13224
1531.7,53.136,14.76,31589.352,1480.3775,14803.775,14803.775
1531.8,54.036,15.01,32668.5145,1079.1625,10791.625,10791.625
1531.9,56.016,15.56,35106.472,2437.9575,24379.575,24379.575
1532,58.284,16.19,38006.8345,2900.3625,29003.625,29003.625
1532.1,59.652,16.57,39811.9105,1805.076,18050.76,18050.76
1532.2,61.488,17.08,42300.328,2488.4175,24884.175,24884.175
1532.3,63.072,17.52,44507.808,2207.48,22074.8,22074.8
1532.4,63.036,17.51,44457.0145,-50.7935,-507.935,0
1532.5,66.384,18.44,49304.872,4847.8575,48478.575,48478.575
1532.6,67.968,18.88,51685.888,2381.016,23810.16,23810.16
1532.7,70.956,19.71,56330.1945,4644.3065,46443.065,46443.065
1532.8,71.64,19.9,57421.45,1091.2555,10912.555,10912.555
1532.9,74.052,20.57,61353.1105,3931.6605,39316.605,39316.605
1533,73.692,20.47,60758.0305,-595.08,-5950.8,0
1533.1,72.396,20.11,58639.7545,-2118.276,-21182.76,0
1533.2,70.992,19.72,56387.368,-2252.3865,-22523.865,0
1533.3,67.068,18.63,50326.1505,-6061.2175,-60612.175,0
1533.4,64.836,18.01,47032.2145,-3293.936,-32939.36,0
1533.5,60.444,16.79,40876.0945,-6156.12,-61561.2,0
1533.6,57.456,15.96,36934.632,-3941.4625,-39414.625,0
1533.7,53.064,14.74,31503.802,-5430.83,-54308.3,0
1533.8,49.824,13.84,27774.112,-3729.69,-37296.9,0
1533.9,47.772,13.27,25533.4705,-2240.6415,-22406.415,0
1534,46.008,12.78,23682.618,-1850.8525,-18508.525,0
1534.1,43.056,11.96,20741.032,-2941.586,-29415.86,0
1534.2,42.408,11.78,20121.418,-619.614,-6196.14,0
1534.3,41.472,11.52,19243.008,-878.41,-8784.1,0
1534.4,40.752,11.32,18580.648,-662.36,-6623.6,0
1534.5,37.656,10.46,15864.682,-2715.966,-27159.66,0
1534.6,36.252,10.07,14703.7105,-1160.9715,-11609.715,0
1534.7,32.796,9.11,12033.8545,-2669.856,-26698.56,0
1534.8,30.924,8.59,10699.2745,-1334.58,-13345.8,0
1534.9,29.52,8.2,9749.8,-949.4745,-9494.745,0
1535,28.98,8.05,9396.3625,-353.4375,-3534.375,0
1535.1,30.96,8.6,10724.2,1327.8375,13278.375,13278.375
1535.2,32.112,8.92,11537.128,812.928,8129.28,8129.28
1535.3,33.408,9.28,12487.168,950.04,9500.4,9500.4
1535.4,35.064,9.74,13755.802,1268.634,12686.34,12686.34
1535.5,37.872,10.52,16047.208,2291.406,22914.06,22914.06
1535.6,39.384,10.94,17354.122,1306.914,13069.14,13069.14
1535.7,42.12,11.7,19849.05,2494.928,24949.28,24949.28
1535.8,44.1,12.25,21759.0625,1910.0125,19100.125,19100.125
1535.9,45.54,12.65,23203.2625,1444.2,14442,14442
1536,47.772,13.27,25533.4705,2330.208,23302.08,23302.08
1536.1,51.048,14.18,29155.498,3622.0275,36220.275,36220.275
1536.2,52.668,14.63,31035.3505,1879.8525,18798.525,18798.525
1536.3,56.016,15.56,35106.472,4071.1215,40711.215,40711.215
1536.4,57.312,15.92,36749.728,1643.256,16432.56,16432.56
1536.5,59.328,16.48,39380.608,2630.88,26308.8,26308.8
1536.6,58.5,16.25,38289.0625,-1091.5455,-10915.455,0
1536.7,56.808,15.78,36106.218,-2182.8445,-21828.445,0
1536.8,55.728,15.48,34746.408,-1359.81,-13598.1,0
1536.9,54.036,15.01,32668.5145,-2077.8935,-20778.935,0
1537,51.732,14.37,29942.0505,-2726.464,-27264.64,0
1537.1,49.212,13.67,27095.9905,-2846.06,-28460.6,0
1537.2,47.376,13.16,25111.912,-1984.0785,-19840.785,0
1537.3,44.496,12.36,22151.592,-2960.32,-29603.2,0
1537.4,43.02,11.95,20706.3625,-1445.2295,-14452.295,0
1537.5,40.536,11.26,18384.202,-2322.1605,-23221.605,0
1537.6,39.024,10.84,17038.312,-1345.89,-13458.9,0
1537.7,36.324,10.09,14762.1745,-2276.1375,-22761.375,0
1537.8,34.524,9.59,13335.3745,-1426.8,-14268,0
1537.9,33.624,9.34,12649.162,-686.2125,-6862.125,0
1538,32.148,8.93,11563.0105,-1086.1515,-10861.515,0
1538.1,29.304,8.14,9607.642,-1955.3685,-19553.685,0
1538.2,28.188,7.83,8889.7905,-717.8515,-7178.515,0
1538.3,27.9,7.75,8709.0625,-180.728,-1807.28,0
1538.4,28.116,7.81,8844.4345,135.372,1353.72,1353.72
1538.5,28.116,7.81,8844.4345,0,0,0
1538.6,28.98,8.05,9396.3625,551.928,5519.28,5519.28
1538.7,29.304,8.14,9607.642,211.2795,2112.795,2112.795
1538.8,28.98,8.05,9396.3625,-211.2795,-2112.795,0
1538.9,29.772,8.27,9916.9705,520.608,5206.08,5206.08
1539,32.508,9.03,11823.4305,1906.46,19064.6,19064.6
1539.1,34.884,9.69,13614.9345,1791.504,17915.04,17915.04
1539.2,36.54,10.15,14938.2625,1323.328,13233.28,13233.28
1539.3,37.44,10.4,15683.2,744.9375,7449.375,7449.375
1539.4,40.932,11.37,18745.1505,3061.9505,30619.505,30619.505
1539.5,41.544,11.54,19309.882,564.7315,5647.315,5647.315
1539.6,42.804,11.89,20498.9545,1189.0725,11890.725,11890.725
1539.7,47.664,13.24,25418.152,4919.1975,49191.975,49191.975
1539.8,48.276,13.41,26075.0745,656.9225,6569.225,6569.225
1539.9,51.048,14.18,29155.498,3080.4235,30804.235,30804.235
1540,53.784,14.94,32364.522,3209.024,32090.24,32090.24
1540.1,56.556,15.71,35786.5945,3422.0725,34220.725,34220.725
1540.2,58.104,16.14,37772.442,1985.8475,19858.475,19858.475
1540.3,60.588,16.83,41071.0905,3298.6485,32986.485,32986.485
1540.4,63.324,17.59,44864.1745,3793.084,37930.84,37930.84
1540.5,64.404,17.89,46407.5545,1543.38,15433.8,15433.8
1540.6,65.304,18.14,47713.642,1306.0875,13060.875,13060.875
1540.7,67.752,18.82,51357.898,3644.256,36442.56,36442.56
1540.8,68.292,18.97,52179.8305,821.9325,8219.325,8219.325
1540.9,66.78,18.55,49894.8625,-2284.968,-22849.68,0
1541,65.268,18.13,47661.0505,-2233.812,-22338.12,0
1541.1,64.692,17.97,46823.5305,-837.52,-8375.2,0
1541.2,63.216,17.56,44711.272,-2112.2585,-21122.585,0
1541.3,60.84,16.9,41413.45,-3297.822,-32978.22,0
1541.4,60.192,16.72,40535.968,-877.482,-8774.82,0
1541.5,57.132,15.87,36519.2505,-4016.7175,-40167.175,0
1541.6,55.224,15.34,34120.762,-2398.4885,-23984.885,0
1541.7,53.1,14.75,31546.5625,-2574.1995,-25741.995,0
1541.8,50.868,14.13,28950.2505,-2596.312,-25963.12,0
1541.9,48.312,13.42,26113.978,-2836.2725,-28362.725,0
1542,46.512,12.92,24204.328,-1909.65,-19096.5,0
1542.1,44.388,12.33,22044.1905,-2160.1375,-21601.375,0
1542.2,42.912,11.92,20602.528,-1441.6625,-14416.625,0
1542.3,41.724,11.59,19477.5745,-1124.9535,-11249.535,0
1542.4,40.356,11.21,18221.2945,-1256.28,-12562.8,0
1542.5,39.204,10.89,17195.8545,-1025.44,-10254.4,0
1542.6,38.052,10.57,16200.1105,-995.744,-9957.44,0
1542.7,36.576,10.16,14967.712,-1232.3985,-12323.985,0
1542.8,35.568,9.88,14154.088,-813.624,-8136.24,0
1542.9,34.164,9.49,13058.7145,-1095.3735,-10953.735,0
1543,34.812,9.67,13558.7905,500.076,5000.76,5000.76
1543.1,37.692,10.47,15895.0305,2336.24,23362.4,23362.4
1543.2,39.492,10.97,17449.4305,1554.4,15544,15544
1543.3,41.22,11.45,19009.8625,1560.432,15604.32,15604.32
1543.4,42.768,11.88,20464.488,1454.6255,14546.255,14546.255
